left_issuer,left_proposal,left_identifier,right_issuer,right_proposal,right_identifier,confidence,reason,match_type
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Mark W. Midkiff,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Mark W. Midkiff||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Paola M. Arbour,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Paola M. Arbour||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Ranjana B. Clark,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Ranjana B. Clark||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Rob C. Holmes,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Rob C. Holmes||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Robert W. Stallings,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Robert W. Stallings||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Steven P. Rosenberg,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Steven P. Rosenberg||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Thomas E. Long,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Thomas E. Long||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.","To approved the 2022 Long-Term Incentive Plan, as amended and restated, as described in the Proxy Statement;","2025-04-15||88224Q||To approved the 2022 Long-Term Incentive Plan, as amended and restated, as described in the Proxy Statement;||-1||-1",Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.","To ratify the apointment of Ernst & Young LLP as the Company's independent registered public accounting firm for the year ending December 31, 2025;","2025-04-15||88224Q||To ratify the apointment of Ernst & Young LLP as the Company's independent registered public accounting firm for the year ending December 31, 2025;||-1||-1",Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"UNIVERSAL SECURITY INSTRUMENTS, INC.",To approve the Asset Sale.,2025-04-15||913821||To approve the Asset Sale.||-1||-1,Universal Security Instruments Inc.,,,0,unmatched_left,unmatched
"UNIVERSAL SECURITY INSTRUMENTS, INC.","To approve the Board's authority to adjourn or postpone the Special Meeting, if necessary.","2025-04-15||913821||To approve the Board's authority to adjourn or postpone the Special Meeting, if necessary.||-1||-1",Universal Security Instruments Inc.,,,0,unmatched_left,unmatched
"UNIVERSAL SECURITY INSTRUMENTS, INC.",To approve the Charter Amendment.,2025-04-15||913821||To approve the Charter Amendment.||-1||-1,Universal Security Instruments Inc.,,,0,unmatched_left,unmatched
"UNIVERSAL SECURITY INSTRUMENTS, INC.",To approve the Dissolution.,2025-04-15||913821||To approve the Dissolution.||-1||-1,Universal Security Instruments Inc.,,,0,unmatched_left,unmatched
"UNIVERSAL SECURITY INSTRUMENTS, INC.",,,Universal Security Instruments Inc.,Elect Ronald A. Seff,5421_1.01,0,unmatched_right,unmatched
"UNIVERSAL SECURITY INSTRUMENTS, INC.",,,Universal Security Instruments Inc.,Advisory Vote on Executive Compensation,5421_2,0,unmatched_right,unmatched
"A10 NETWORKS, INC.",Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Eric Singer,2025-04-17||002121||Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Eric Singer||-1||-1,A10 Networks Inc,Elect Director Eric Singer,30885_1c,1,"Both proposals involve the election of Director Eric Singer, making it a perfect match.",gpt_matched
"A10 NETWORKS, INC.",Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Dana Wolf,2025-04-17||002121||Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Dana Wolf||-1||-1,A10 Networks Inc,,,0,unmatched_left,unmatched
"A10 NETWORKS, INC.",Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Dhrupad Trivedi,2025-04-17||002121||Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Dhrupad Trivedi||-1||-1,A10 Networks Inc,,,0,unmatched_left,unmatched
"A10 NETWORKS, INC.",Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Peter Y. Chung,2025-04-17||002121||Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Peter Y. Chung||-1||-1,A10 Networks Inc,,,0,unmatched_left,unmatched
"A10 NETWORKS, INC.",Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Tor R. Braham,2025-04-17||002121||Election of Director to serve until the 2026 annual meeting of stockholders and until their successors are duly elected and qualified: Tor R. Braham||-1||-1,A10 Networks Inc,,,0,unmatched_left,unmatched
"A10 NETWORKS, INC.","To approve an amendment to our 2014 Employee Stock Purchase Plan to increase the number of shares available for issuance by 2,500,000 shares.","2025-04-17||002121||To approve an amendment to our 2014 Employee Stock Purchase Plan to increase the number of shares available for issuance by 2,500,000 shares.||-1||-1",A10 Networks Inc,,,0,unmatched_left,unmatched
"A10 NETWORKS, INC.","To approve, on an advisory and non-binding basis, the compensation of our named executive officers.","2025-04-17||002121||To approve, on an advisory and non-binding basis, the compensation of our named executive officers.||-1||-1",A10 Networks Inc,,,0,unmatched_left,unmatched
"A10 NETWORKS, INC.","To ratify the appointment of Grant Thornton LLP as our independent public accounting firm for our fiscal year ending December 31, 2025.","2025-04-17||002121||To ratify the appointment of Grant Thornton LLP as our independent public accounting firm for our fiscal year ending December 31, 2025.||-1||-1",A10 Networks Inc,,,0,unmatched_left,unmatched
"ADITXT, INC.","To approve, for the purpose of Nasdaq Marketplace Rule 5635(d), the issuance of shares of common stock underlying common stock purchase warrants originally issued by the Company in July 2024 (the ""July Warrant Proposal"").","2025-04-17||007025||To approve, for the purpose of Nasdaq Marketplace Rule 5635(d), the issuance of shares of common stock underlying common stock purchase warrants originally issued by the Company in July 2024 (the ""July Warrant Proposal"").||-1||-1","Aditxt, Inc.",Issuance of Common Stock Upon Warrant Exercise,51381_3,0.8,Both proposals involve the issuance of common stock related to warrants.,gpt_matched
"ADITXT, INC.","To approve, for the purpose of Nasdaq Marketplace Rule 5635(d), the issuance of shares of common stock underlying shares of Series A-1 Convertible Preferred Stock originally issued by the Company in December 2023 (the ""Series A-1 Proposal"").","2025-04-17||007025||To approve, for the purpose of Nasdaq Marketplace Rule 5635(d), the issuance of shares of common stock underlying shares of Series A-1 Convertible Preferred Stock originally issued by the Company in December 2023 (the ""Series A-1 Proposal"").||-1||-1","Aditxt, Inc.",Issuance of common stock upon Conversion of Series A-1 Preferred Stock,51381_1,0.9,Both proposals involve the issuance of common stock upon conversion of Series A-1 Preferred Stock.,gpt_matched
"ADITXT, INC.","To approve, for the purpose of Nasdaq Marketplace Rule 5635(d), the issuance of shares of common stock underlying shares of Series C-1 Convertible Preferred Stock and common stock purchase warrants originally issued by the Company in May 2024 and August 2024 (the ""Series C-1 Proposal"").","2025-04-17||007025||To approve, for the purpose of Nasdaq Marketplace Rule 5635(d), the issuance of shares of common stock underlying shares of Series C-1 Convertible Preferred Stock and common stock purchase warrants originally issued by the Company in May 2024 and August 2024 (the ""Series C-1 Proposal"").||-1||-1","Aditxt, Inc.",Issuance of common stock upon Conversion of Series C-1 Preferred Stock,51381_2,0.8,Both proposals involve the issuance of common stock upon conversion of Series C-1 Preferred Stock.,gpt_matched
"ADITXT, INC.","To authorize the adjournment of the Special Meeting if necessary or appropriate, including to solicit additional proxies in the event that there are not sufficient votes at the time of the Special Meeting or adjournment or postponement thereof to approve any of the foregoing proposals.","2025-04-17||007025||To authorize the adjournment of the Special Meeting if necessary or appropriate, including to solicit additional proxies in the event that there are not sufficient votes at the time of the Special Meeting or adjournment or postponement thereof to approve any of the foregoing proposals.||-1||-1","Aditxt, Inc.",Right to Adjourn Meeting,51381_9,0.7,Both proposals allow for the adjournment of meetings.,gpt_matched
